1494319489215,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319489321,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319489496,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319489627,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319489797,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319489922,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490104,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490241,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490389,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490524,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490692,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490835,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319490994,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
1494319491143,82:c7:a6:69:1d:3c,-70;,30:b5:c2:6e:9d:af,-76;,c8:0e:14:57:3d:5c,-79;,48:db:50:7e:7d:67,-80;,34:31:c4:51:3e:f8,-80;,34:31:c4:cd:99:20,-81;,34:31:c4:51:3e:f7,-76;,f4:06:8d:20:9e:98,-73;,34:31:c4:2a:41:75,-78;,48:db:50:7e:7d:65,-77;,b4:a5:ef:3a:1e:e4,-73;,9c:80:df:df:d8:df,-85;,38:10:d5:2b:9f:6f,-84;,20:2b:c1:e9:cc:67,-81;,c8:0e:14:47:f8:71,-80;,e0:60:66:40:99:93,-80;,c8:0e:14:da:fe:27,-82;,88:51:fb:07:3d:bd,-82;,ce:0e:14:47:f8:71,-86;,60:33:4b:e4:80:67,-82;,14:cc:20:67:8a:e1,-81;,9c:c7:a6:24:99:ec,-86;,9c:80:df:df:d8:e0,-86;,00:1a:4f:8e:dc:cd,-86;,ac:e8:7b:14:1c:f8,-84;,38:10:d5:bb:18:73,-88;,00:1a:2b:9e:dc:bd,-88;,e8:37:7a:1f:db:e5,-88;,b2:7c:9c:7a:de:5e,-89;,1c:74:0d:78:67:78,-90;,5c:49:79:4f:18:56,-90;,24:69:a5:b0:b9:8e,-90;,38:10:d5:82:bd:98,-91;,5c:49:79:4f:18:55,-82;,1c:74:0d:78:67:77,-80;,0e:96:d7:b4:63:50,-87;,48:db:50:7e:7d:68,-80;,48:db:50:7e:7d:66,-78;,38:ea:a7:4c:12:54,-80;,a0:8d:16:46:6d:63,-85;,34:31:c4:13:be:78,-75;,9c:c7:a6:56:9b:6b,-76;,e8:37:7a:1f:db:e4,-78;,50:7e:5d:3d:b6:6c,-78;,34:31:c4:cd:99:1f,-78;,80:b6:86:a5:e8:5b,-83;,f0:99:bf:0b:6e:58,-84;,54:b8:0a:0a:a9:1a,-86;,00:1d:19:cc:5e:bd,-92;,2c:33:7a:2f:09:69,-89;,d0:05:2a:7a:2e:f4,-90;,,903d185fccf839df
